NOMREG;NOMDEP;NOM DU MUSEE;ADR;CP;VILLE;SITWEB
RHÔNE-ALPES;RHÔNE;Musée Barthélemy-Thimonnier;Place de l'Hôtel de Ville;69550;AMPLEPUIS;"www.graha-museethimonnier.org
site de la ville"
RHÔNE-ALPES;RHÔNE;Musée Folklorique et Traditions Populaires Marius Audin;Place de l'Hôtel de Ville;69430;BEAUJEU;www.beaujolaisvignoble.com
RHÔNE-ALPES;RHÔNE;Musée d'Art Contemporain de Lyon;"Cité Internationale
81, Quai Charles de Gaulle";69006;LYON;www.moca-lyon.org
RHÔNE-ALPES;RHÔNE;Musée des Sapeurs-Pompiers de Lyon;"CASC Musée
17, Rue Rabelais";69003;LYON;www.museepompiers.com/
RHÔNE-ALPES;RHÔNE;Centre d'Histoire de la Résistance et de la Déportation;14, Avenue Berthelot;69007;LYON;www.chrd.lyon.fr
RHÔNE-ALPES;RHÔNE;Musée des Confluences;10, Rue Boileau;69006;LYON;www.museedesconfluences.fr
RHÔNE-ALPES;RHÔNE;Musée de la Civilisation Gallo-Romaine;17, Rue Cléberg;69005;LYON;www.musees-gallo-romains.com
RHÔNE-ALPES;RHÔNE;Musée des Hospices Civils de Lyon;"Hôtel Dieu
1, Place de l'Hôpital";69002;LYON;www.chu-lyon.fr/internet/chu/musee/presentation_musee.htm
RHÔNE-ALPES;RHÔNE;Muséum - Musée des Confluences;10, Rue Boileau;69006;LYON;www.museedesconfluences.fr
RHÔNE-ALPES;RHÔNE;Musée Historique des Tissus;34, Rue de la Charité;69002;LYON;www.musee-des-tissus.com
RHÔNE-ALPES;RHÔNE;Musée des Beaux-Arts;20, Place des Terreaux;69001;LYON;www.mba-lyon.fr
RHÔNE-ALPES;RHÔNE;Musée des Arts Décoratifs;34, Rue de la Charité;69002;LYON;www.musee-des-tissus.com
RHÔNE-ALPES;RHÔNE;Musées Gadagne;1, Place du Petit Collège;69005;LYON;www.gadagne.musees.lyon.fr
RHÔNE-ALPES;RHÔNE;Musée de l'Imprimerie;13, Rue de la Poulaillerie;69002;LYON;www.imprimerie.lyon.fr
RHÔNE-ALPES;RHÔNE;Musée Henri Malartre;"Automobiles - Cycles - Motos
B.P. n° 7";69270;ROCHETAILLEE-SUR-SAONE;www.musee-malartre.com
RHÔNE-ALPES;RHÔNE;Musée Archéologique;"Route Départementale 502
2, Chemin de la Plaine";69560;SAINT-ROMAIN-EN-GAL;www.musees-gallo-romains.com ou www.rhone.fr
RHÔNE-ALPES;RHÔNE;Ecomusée du Haut Beaujolais;La Manufacture-Marnand;69240;THIZY;www.haut-beaujolais.org
RHÔNE-ALPES;RHÔNE;Musée Paul Dini;2, Place Faubert;69400;VILLEFRANCHE-SUR-SAONE;www.musee-paul-dini.com
RHÔNE-ALPES;SAVOIE;Musée archéologique et minéralogique Pierre Borrione;"Maison du Tourisme Vallée
1139 Avenue de Tarentaise - B.P. 55";73212;AIME-EN-TARENTAISE;www.aimesavoie.com (site de l'OT)
RHÔNE-ALPES;SAVOIE;Musée Lapidaire;Place Maurice Mollard;73100;AIX-LES-BAINS;
RHÔNE-ALPES;SAVOIE;Musée du docteur Faure;"Villa ""Les Chimères""
10, Boulevard des Côtes";73100;AIX-LES-BAINS;Site de la ville - www.aixlesbains.fr
RHÔNE-ALPES;SAVOIE;Musée Municipal d'Albertville-Conflans;"Maison Rouge
Grande Place de Conflans";73200;ALBERTVILLE;www.albertville.com
RHÔNE-ALPES;SAVOIE;Musée du Costume;Hauteville-Gondon;73700;BOURG-SAINT-MAURICE;
RHÔNE-ALPES;SAVOIE;Musée des Beaux-Arts;Place du Palais de Justice;73000;CHAMBERY;Site de la ville - www.chambery.fr
RHÔNE-ALPES;SAVOIE;Musée des Charmettes;890, Chemin des Charmettes;73000;CHAMBERY;Site de la mairie
RHÔNE-ALPES;SAVOIE;Musée Savoisien;Square de Lannoy de Bissy;73000;CHAMBERY;Site du conseil général ou www.musee-savoisien.fr
RHÔNE-ALPES;SAVOIE;Muséum d'histoire naturelle;"208, Avenue de Lyon
B.P. 844";73007;CHAMBERY;
RHÔNE-ALPES;SAVOIE;Musée de l'Académie de La Val d'Isère;23, Place Saint-Pierre;73600;MOÛTIERS;Site de l'Académie - http://academie.sup.fr
ST PIERRE ET MIQUELON;SAINT-PIERRE ET MIQUELON;Musée Municipal;"Rue du 11 novembre
B.P. 4300";97500;SAINT-PIERRE ET MIQUELON;www.arche-musee-et-archive.net
